ID,Entrez GeneID,uniGene,symbol,name,hg19 knownGene ID
kg:uc021sxs.1,,,,chr15:101449472-101453362,uc021sxs.1
kg:uc002bwp.3,,,,chr15:101453408-101459488,uc002bwp.3
kg:uc021sxw.1,,,,chr15:101839860-101841742,uc021sxw.1
kg:uc021sxx.1,,,,chr15:101847455-101849509,uc021sxx.1
kg:uc010usj.2,,,,chr15:102286121-102294721,uc010usj.2
kg:uc002bxo.3,,,,chr15:102292790-102292854,uc002bxo.3
kg:uc002bxp.4,,,,chr15:102292948-102293177,uc002bxp.4
kg:uc002bxq.2,,,,chr15:102292973-102293005,uc002bxq.2
kg:uc002bxr.3,,,,chr15:102293069-102293192,uc002bxr.3
kg:uc002bxs.3,,,,chr15:102293342-102293502,uc002bxs.3
kg:uc021sxy.1,,,,chr15:102293408-102293886,uc021sxy.1
kg:uc002bxu.1,,,,chr15:102293648-102293678,uc002bxu.1
kg:uc002bxv.1,,,,chr15:102293682-102293712,uc002bxv.1
kg:uc002bxw.1,,,,chr15:102293837-102293897,uc002bxw.1
kg:uc021sxz.1,,,,chr15:102293992-102294022,uc021sxz.1
kg:uc021sya.1,,,,chr15:102294026-102294056,uc021sya.1
kg:uc021syb.1,,,,chr15:102294160-102294210,uc021syb.1
kg:uc002bxz.4,,,,chr15:102294234-102294352,uc002bxz.4
kg:uc002bxy.2,,,,chr15:102294272-102294335,uc002bxy.2
kg:uc021syc.1,,,,chr15:102294400-102294449,uc021syc.1
kg:uc021syd.1,,,,chr15:102294518-102294548,uc021syd.1
kg:uc021sye.1,,,,chr15:102294538-102294602,uc021sye.1
kg:uc002byb.1,,,,chr15:102294552-102294582,uc002byb.1
kg:uc002byd.3,,,,chr15:102294729-102294790,uc002byd.3
kg:uc002byc.3,,,,chr15:102294738-102294770,uc002byc.3
kg:uc021syf.1,,,,chr15:102294830-102294861,uc021syf.1
kg:uc002bye.3,,,,chr15:102294846-102294881,uc002bye.3
kg:uc002byf.1,,,,chr15:102294916-102294949,uc002byf.1
kg:uc002byg.3,,,,chr15:102294973-102295069,uc002byg.3
kg:uc002byh.2,,,,chr15:102294987-102295017,uc002byh.2
kg:uc021syg.1,,,,chr15:102295104-102295134,uc021syg.1
kg:uc002byj.3,,,,chr15:102295173-102295205,uc002byj.3
kg:uc002byi.3,,,,chr15:102295173-102295224,uc002byi.3
kg:uc002byl.2,,,,chr15:102295262-102295296,uc002byl.2
kg:uc002byk.3,,,,chr15:102295264-102295310,uc002byk.3
kg:uc002bym.3,,,,chr15:102295377-102295446,uc002bym.3
kg:uc010usl.2,,,,chr15:102295513-102295543,uc010usl.2
kg:uc010usm.2,,,,chr15:102295528-102295623,uc010usm.2
kg:uc010usn.2,,,,chr15:102295699-102295731,uc010usn.2
kg:uc021syh.1,,,,chr15:102295699-102295750,uc021syh.1
kg:uc002byr.3,,,,chr15:102295781-102295823,uc002byr.3
kg:uc002byq.3,,,,chr15:102295788-102295822,uc002byq.3
kg:uc021syi.1,,,,chr15:102295903-102295972,uc021syi.1
kg:uc021syj.1,,,,chr15:102296005-102296035,uc021syj.1
kg:uc002bys.3,,,,chr15:102296022-102296070,uc002bys.3
kg:uc021syk.1,,,,chr15:102296039-102296069,uc021syk.1
kg:uc002byu.3,,,,chr15:102296123-102296157,uc002byu.3
kg:uc002byv.3,,,,chr15:102296128-102296177,uc002byv.3
kg:uc002byx.4,,,,chr15:102296200-102296232,uc002byx.4
kg:uc021syl.1,,,,chr15:102296238-102296288,uc021syl.1
kg:uc002byy.1,,,,chr15:102296340-102296370,uc002byy.1
kg:uc002byz.2,,,,chr15:102296374-102296404,uc002byz.2
kg:uc002bza.3,,,,chr15:102296389-102296474,uc002bza.3
kg:uc002bzb.3,,,,chr15:102296548-102296577,uc002bzb.3
kg:uc002bzc.1,,,,chr15:102296582-102296612,uc002bzc.1
kg:uc002bze.3,,,,chr15:102296673-102296757,uc002bze.3
kg:uc002bzg.2,,,,chr15:102296855-102296924,uc002bzg.2
kg:uc002bzh.1,,,,chr15:102296957-102296987,uc002bzh.1
kg:uc021sym.1,,,,chr15:102296991-102297021,uc021sym.1
kg:uc002bzi.2,,,,chr15:102296992-102297089,uc002bzi.2
kg:uc002bzk.3,,,,chr15:102297177-102297209,uc002bzk.3
kg:uc002bzl.3,,,,chr15:102297177-102297228,uc002bzl.3
kg:uc002bzm.3,,,,chr15:102297280-102297320,uc002bzm.3
kg:uc002bzo.3,,,,chr15:102297381-102297450,uc002bzo.3
kg:uc010uso.1,,,,chr15:102297483-102297513,uc010uso.1
kg:uc002bzp.3,,,,chr15:102297500-102297538,uc002bzp.3
kg:uc021syn.1,,,,chr15:102297517-102297547,uc021syn.1
kg:uc002bzq.3,,,,chr15:102297609-102297652,uc002bzq.3
kg:uc002bzr.3,,,,chr15:102297685-102297728,uc002bzr.3
kg:uc002bzs.3,,,,chr15:102297697-102297729,uc002bzs.3
kg:uc002bzt.3,,,,chr15:102297810-102297857,uc002bzt.3
kg:uc010usp.1,,,,chr15:102297875-102297908,uc010usp.1
kg:uc002bzu.2,,,,chr15:102297922-102297957,uc002bzu.2
kg:uc002bzv.4,,,,chr15:102297967-102298035,uc002bzv.4
kg:uc010uss.2,,,,chr15:102298252-102298318,uc010uss.2
kg:uc021syo.1,,,,chr15:102298347-102298377,uc021syo.1
kg:uc021syp.1,,,,chr15:102298381-102298411,uc021syp.1
kg:uc002bzz.3,,,,chr15:102298401-102298479,uc002bzz.3
kg:uc002cab.3,,,,chr15:102298556-102298604,uc002cab.3
kg:uc021syq.1,,,,chr15:102298568-102298600,uc021syq.1
kg:uc002cac.3,,,,chr15:102298681-102298751,uc002cac.3
kg:uc002cad.3,,,,chr15:102298839-102298915,uc002cad.3
kg:uc010usu.2,,,,chr15:102298934-102298964,uc010usu.2
kg:uc002cae.3,,,,chr15:102299003-102299049,uc002cae.3
kg:uc002caf.3,,,,chr15:102299123-102299187,uc002caf.3
kg:uc021syr.1,,,,chr15:102299218-102299248,uc021syr.1
kg:uc021sys.1,,,,chr15:102299224-102299257,uc021sys.1
kg:uc002cag.3,,,,chr15:102299274-102299367,uc002cag.3
kg:uc002cah.3,,,,chr15:102299460-102299489,uc002cah.3
kg:uc010usw.2,,,,chr15:102299551-102299581,uc010usw.2
kg:uc021syt.1,,,,chr15:102299642-102299672,uc021syt.1
kg:uc002caj.3,,,,chr15:102299766-102299803,uc002caj.3
kg:uc021syu.1,,,,chr15:102299835-102299865,uc021syu.1
kg:uc002cak.3,,,,chr15:102299841-102299874,uc002cak.3
kg:uc021syv.1,,,,chr15:102299889-102299919,uc021syv.1
kg:uc002cal.3,,,,chr15:102299964-102300010,uc002cal.3
kg:uc021syw.1,,,,chr15:102300102-102300145,uc021syw.1
kg:uc002cao.3,,,,chr15:102300275-102300306,uc002cao.3
kg:uc002cap.3,,,,chr15:102300399-102300445,uc002cap.3
kg:uc002caq.3,,,,chr15:102300523-102300576,uc002caq.3
kg:uc002car.3,,,,chr15:102300640-102300672,uc002car.3
kg:uc010uta.1,,,,chr15:102300657-102300692,uc010uta.1
kg:uc002cas.3,,,,chr15:102300728-102300783,uc002cas.3
kg:uc002cat.1,,,,chr15:102300850-102300880,uc002cat.1
kg:uc002cau.3,,,,chr15:102300941-102300971,uc002cau.3
kg:uc010utb.1,,,,chr15:102301032-102301062,uc010utb.1
kg:uc002cav.3,,,,chr15:102301156-102301193,uc002cav.3
kg:uc021syx.1,,,,chr15:102301376-102301405,uc021syx.1
kg:uc002cax.3,,,,chr15:102301459-102301497,uc002cax.3
kg:uc002cay.3,,,,chr15:102301558-102301628,uc002cay.3
kg:uc002cbc.1,,,,chr15:102301811-102301841,uc002cbc.1
kg:uc002cbe.3,,,,chr15:102302005-102302063,uc002cbe.3
kg:uc002cbg.3,,,,chr15:102302218-102302270,uc002cbg.3
kg:uc002cbh.3,,,,chr15:102302337-102302366,uc002cbh.3
kg:uc002cbi.3,,,,chr15:102302428-102302458,uc002cbi.3
kg:uc002cbk.3,,,,chr15:102302610-102302660,uc002cbk.3
kg:uc002cbm.3,,,,chr15:102302896-102302959,uc002cbm.3
kg:uc021syy.1,,,,chr15:102303023-102303055,uc021syy.1
kg:uc010ute.2,,,,chr15:102303044-102303075,uc010ute.2
kg:uc002cbo.3,,,,chr15:102303118-102303153,uc002cbo.3
kg:uc021syz.1,,,,chr15:102303324-102303355,uc021syz.1
kg:uc002cbr.2,,,,chr15:102303415-102303444,uc002cbr.2
kg:uc002cbs.3,,,,chr15:102303506-102303580,uc002cbs.3
kg:uc002cbt.2,,,,chr15:102303662-102303692,uc002cbt.2
kg:uc002cbu.1,,,,chr15:102303759-102303789,uc002cbu.1
kg:uc002cbv.3,,,,chr15:102303850-102303880,uc002cbv.3
kg:uc002cbw.3,,,,chr15:102303941-102303988,uc002cbw.3
kg:uc002cby.3,,,,chr15:102304097-102304127,uc002cby.3
kg:uc021sza.1,,,,chr15:102304162-102304209,uc021sza.1
kg:uc010utg.1,,,,chr15:102304376-102304406,uc010utg.1
kg:uc002ccb.4,,,,chr15:102304462-102304537,uc002ccb.4
kg:uc002ccf.4,,,,chr15:102304720-102304769,uc002ccf.4
kg:uc002ccg.4,,,,chr15:102304876-102304902,uc002ccg.4
kg:uc010uth.2,,,,chr15:102305059-102305097,uc010uth.2
kg:uc002cci.3,,,,chr15:102305288-102305318,uc002cci.3
kg:uc002ccj.3,,,,chr15:102305509-102305546,uc002ccj.3
kg:uc002cck.3,,,,chr15:102305547-102305583,uc002cck.3
kg:uc002ccl.1,,,,chr15:102305613-102305647,uc002ccl.1
kg:uc002ccm.1,,,,chr15:102307333-102307373,uc002ccm.1
kg:uc010uti.2,,,,chr15:102310750-102310800,uc010uti.2
kg:uc021szb.1,,,,chr15:102311987-102312030,uc021szb.1
kg:uc010utj.2,,,,chr15:102312058-102312154,uc010utj.2
kg:uc010utk.2,,,,chr15:102312209-102312240,uc010utk.2
kg:uc021szc.1,,,,chr15:102312328-102312362,uc021szc.1
kg:uc010utl.2,,,,chr15:102312411-102312475,uc010utl.2
kg:uc010utm.1,,,,chr15:102312675-102312717,uc010utm.1
kg:uc021szd.1,,,,chr15:102312852-102312896,uc021szd.1
kg:uc002ccq.3,,,,chr15:102312967-102313028,uc002ccq.3
kg:uc010utn.2,,,,chr15:102313082-102313127,uc010utn.2
kg:uc021sze.1,,,,chr15:102313674-102313703,uc021sze.1
kg:uc002ccs.1,,,,chr15:102313845-102313875,uc002ccs.1
kg:uc010uto.1,,,,chr15:102314206-102314235,uc010uto.1
kg:uc002cct.1,,,,chr15:102314348-102314379,uc002cct.1
kg:uc002ccu.3,,,,chr15:102314920-102314959,uc002ccu.3
kg:uc002ccv.1,,,,chr15:102314998-102315029,uc002ccv.1
kg:uc010utp.2,,,,chr15:102315194-102315282,uc010utp.2
kg:uc021szf.1,,,,chr15:102315599-102315644,uc021szf.1
kg:uc002ccx.3,,,,chr15:102315832-102315874,uc002ccx.3
kg:uc021szg.1,,,,chr15:102316500-102316537,uc021szg.1
kg:uc002ccz.3,,,,chr15:102316628-102316659,uc002ccz.3
kg:uc021szh.1,,,,chr15:102317999-102318034,uc021szh.1
kg:uc021szi.1,,,,chr15:102318415-102318445,uc021szi.1
kg:uc002cdb.3,,,,chr15:102319617-102319667,uc002cdb.3
kg:uc010utq.2,,,,chr15:102322260-102322289,uc010utq.2
kg:uc021szj.1,,,,chr15:102382321-102390527,uc021szj.1
kg:uc021szk.1,,,,chr15:102501015-102513250,uc021szk.1
kg:uc002cds.2,,,,chr15:102516760-102519296,uc002cds.2
kg:uc010utv.1,,,,chr15:102516760-102519296,uc010utv.1
kg:uc010utw.1,,,,chr15:102516760-102519296,uc010utw.1
kg:uc010bqm.2,,,,chr16:61554-64090,uc010bqm.2
kg:uc002cfg.1,,,,chr16:66540-69448,uc002cfg.1
kg:uc002cfh.3,,,,chr16:72924-74938,uc002cfh.3
kg:uc021szo.1,,,,chr16:238973-385566,uc021szo.1
kg:uc002cgx.3,,,,chr16:436662-437323,uc002cgx.3
kg:uc021szp.1,,,,chr16:446724-449480,uc021szp.1
kg:uc021szq.1,,,,chr16:451857-457200,uc021szq.1
kg:uc021szr.1,,,,chr16:593276-593366,uc021szr.1
kg:uc021szs.1,,,,chr16:618047-618419,uc021szs.1
kg:uc010uuj.2,,,,chr16:632876-633922,uc010uuj.2
kg:uc021szt.1,,,,chr16:639356-679273,uc021szt.1
kg:uc021szu.1,,,,chr16:639668-679273,uc021szu.1
kg:uc021szv.1,,,,chr16:640076-679273,uc021szv.1
kg:uc021szw.1,,,,chr16:685397-686316,uc021szw.1
kg:uc021szx.1,,,,chr16:686735-686806,uc021szx.1
kg:uc021szy.1,,,,chr16:686735-686806,uc021szy.1
kg:uc010uuk.2,,,,chr16:686816-688620,uc010uuk.2
kg:uc021szz.1,,,,chr16:692119-697544,uc021szz.1
kg:uc010bra.2,,,,chr16:767618-769655,uc010bra.2
kg:uc021tab.1,,,,chr16:780842-790997,uc021tab.1
kg:uc021tac.1,,,,chr16:820182-820277,uc021tac.1
kg:uc021tad.1,,,,chr16:903634-1020984,uc021tad.1
kg:uc021tae.1,,,,chr16:903634-1020984,uc021tae.1
kg:uc002ckm.1,,,,chr16:1025760-1030913,uc002ckm.1
kg:uc021taf.1,,,,chr16:1122755-1131454,uc021taf.1
kg:uc021tag.1,,,,chr16:1383605-1399442,uc021tag.1
kg:uc010brs.1,,,,chr16:1603655-1604131,uc010brs.1
kg:uc021tai.1,,,,chr16:1784985-1785067,uc021tai.1
kg:uc021tah.1,,,,chr16:1756220-1820318,uc021tah.1
kg:uc021taj.1,,,,chr16:1822371-1823140,uc021taj.1
kg:uc021tal.1,,,,chr16:1928285-1934232,uc021tal.1
kg:uc021tan.1,,,,chr16:2083264-2089027,uc021tan.1
kg:uc021tao.1,,,,chr16:2083264-2089027,uc021tao.1
kg:uc021tap.1,,,,chr16:2140195-2140285,uc021tap.1
kg:uc021tak.1,,,,chr16:1903351-2173093,uc021tak.1
kg:uc021taq.1,,,,chr16:2183119-2183205,uc021taq.1
kg:uc021tar.1,,,,chr16:2185977-2186130,uc021tar.1
kg:uc021tas.1,,,,chr16:2320713-2320773,uc021tas.1
kg:uc021tat.1,,,,chr16:2321747-2321841,uc021tat.1
kg:uc021tau.1,,,,chr16:2324620-2324692,uc021tau.1
kg:uc021tav.1,,,,chr16:2563726-2570224,uc021tav.1
kg:uc021taw.1,,,,chr16:2581922-2582006,uc021taw.1
kg:uc010bsp.1,,,,chr16:2611467-2614643,uc010bsp.1
kg:uc002cqw.1,,,,chr16:2642514-2644557,uc002cqw.1
kg:uc002cra.1,,,,chr16:2685550-2688726,uc002cra.1
kg:uc002cqz.1,,,,chr16:2666121-2693297,uc002cqz.1
kg:uc010bss.2,,,,chr16:2708389-2723440,uc010bss.2
kg:uc010bsr.2,,,,chr16:2708389-2723440,uc010bsr.2
kg:uc002crb.3,,,,chr16:2710869-2723440,uc002crb.3
kg:uc002csr.2,,,,chr16:3039054-3044510,uc002csr.2
kg:uc002css.1,,,,chr16:3040194-3044510,uc002css.1
kg:uc021tax.1,,,,chr16:3048955-3050814,uc021tax.1
kg:uc021tay.1,,,,chr16:3048955-3050814,uc021tay.1
kg:uc021taz.1,,,,chr16:3048955-3050814,uc021taz.1
kg:uc021tba.1,,,,chr16:3050086-3050814,uc021tba.1
kg:uc021tbb.1,,,,chr16:3065359-3066022,uc021tbb.1
kg:uc002ctg.3,,,,chr16:3087250-3087800,uc002ctg.3
kg:uc002ctj.1,,,,chr16:3101995-3109336,uc002ctj.1
kg:uc021tbc.1,,,,chr16:3115784-3119668,uc021tbc.1
kg:uc002cuc.3,,,,chr16:3178834-3182043,uc002cuc.3
kg:uc002cuf.1,,,,chr16:3194219-3199964,uc002cuf.1
kg:uc021tbd.1,,,,chr16:3200674-3200747,uc021tbd.1
kg:uc021tbe.1,,,,chr16:3202608-3202680,uc021tbe.1
kg:uc021tbf.1,,,,chr16:3202900-3202973,uc021tbf.1
kg:uc021tbg.1,,,,chr16:3207405-3207478,uc021tbg.1
kg:uc021tbh.1,,,,chr16:3208922-3208994,uc021tbh.1
kg:uc021tbi.1,,,,chr16:3210385-3210480,uc021tbi.1
kg:uc021tbj.1,,,,chr16:3214938-3215011,uc021tbj.1
kg:uc021tbk.1,,,,chr16:3220960-3221031,uc021tbk.1
kg:uc021tbl.1,,,,chr16:3222048-3222120,uc021tbl.1
kg:uc021tbm.1,,,,chr16:3225691-3225764,uc021tbm.1
kg:uc021tbn.1,,,,chr16:3230554-3230627,uc021tbn.1
kg:uc021tbo.1,,,,chr16:3232634-3232706,uc021tbo.1
kg:uc021tbp.1,,,,chr16:3234132-3234204,uc021tbp.1
kg:uc021tbq.1,,,,chr16:3238093-3238165,uc021tbq.1
kg:uc021tbr.1,,,,chr16:3239633-3239705,uc021tbr.1
kg:uc021tbs.1,,,,chr16:3241500-3241573,uc021tbs.1
kg:uc021tbt.1,,,,chr16:3241988-3242060,uc021tbt.1
kg:uc021tbu.1,,,,chr16:3243917-3243990,uc021tbu.1
kg:uc021tbv.1,,,,chr16:3246152-3246225,uc021tbv.1
kg:uc021tbw.1,,,,chr16:3292027-3306627,uc021tbw.1
kg:uc021tbx.1,,,,chr16:3292027-3306627,uc021tbx.1
kg:uc021tby.1,,,,chr16:3292027-3306627,uc021tby.1
kg:uc021tbz.1,,,,chr16:3292027-3306627,uc021tbz.1
kg:uc021tca.1,,,,chr16:3292027-3306627,uc021tca.1
kg:uc021tcb.1,,,,chr16:3292027-3306627,uc021tcb.1
kg:uc002cuo.2,,,,chr16:3313767-3317566,uc002cuo.2
kg:uc021tcc.1,,,,chr16:3348964-3350614,uc021tcc.1
kg:uc021tcd.1,,,,chr16:3419812-3419884,uc021tcd.1
kg:uc021tce.1,,,,chr16:3421052-3422283,uc021tce.1
kg:uc002cvn.1,,,,chr16:3583436-3584255,uc002cvn.1
kg:uc021tcg.1,,,,chr16:3569902-3587669,uc021tcg.1
kg:uc002cvu.3,,,,chr16:3710742-3715458,uc002cvu.3
kg:uc002cwa.1,,,,chr16:4295825-4303790,uc002cwa.1
kg:uc021tch.1,,,,chr16:4430878-4432900,uc021tch.1
kg:uc002cxc.1,,,,chr16:4684329-4690624,uc002cxc.1
kg:uc021tci.1,,,,chr16:4743693-4745860,uc021tci.1
kg:uc021tck.1,,,,chr16:4746510-4784378,uc021tck.1
kg:uc010btz.1,,,,chr16:4845703-4846312,uc010btz.1
kg:uc021tcl.1,,,,chr16:4838397-4846492,uc021tcl.1
kg:uc002cxt.3,,,,chr16:4838456-4846492,uc002cxt.3
kg:uc021tcm.1,,,,chr16:4845378-4846492,uc021tcm.1
kg:uc021tcn.1,,,,chr16:4845378-4846492,uc021tcn.1
kg:uc021tco.1,,,,chr16:5083702-5092968,uc021tco.1
kg:uc002cyq.1,,,,chr16:5289815-5649140,uc002cyq.1
kg:uc021tcp.1,,,,chr16:6798908-6798970,uc021tcp.1
kg:uc021tcq.1,,,,chr16:8715526-8740079,uc021tcq.1
kg:uc021tcr.1,,,,chr16:8799312-8799374,uc021tcr.1
kg:uc021tcs.1,,,,chr16:8875933-8878426,uc021tcs.1
kg:uc002czn.3,,,,chr16:9202200-9205958,uc002czn.3
kg:uc021tct.1,,,,chr16:9328773-9328803,uc021tct.1
kg:uc021tcu.1,,,,chr16:9658246-9658354,uc021tcu.1
kg:uc021tcv.1,,,,chr16:9693953-9694085,uc021tcv.1
kg:uc021tcw.1,,,,chr16:10206501-10206530,uc021tcw.1
kg:uc002czt.1,,,,chr16:10207164-10207199,uc002czt.1
kg:uc002dam.1,,,,chr16:11029865-11031993,uc002dam.1
kg:uc021tcx.1,,,,chr16:11035574-11035862,uc021tcx.1
kg:uc021tcy.1,,,,chr16:11038344-11276046,uc021tcy.1
kg:uc021tcz.1,,,,chr16:11348699-11349335,uc021tcz.1
kg:uc002dax.1,,,,chr16:11536046-11585611,uc002dax.1
kg:uc021tda.1,,,,chr16:11769915-11770182,uc021tda.1
kg:uc021tdb.1,,,,chr16:12814177-12814228,uc021tdb.1
kg:uc021tdc.1,,,,chr16:12936343-12936467,uc021tdc.1
kg:uc021tdd.1,,,,chr16:13821945-13822026,uc021tdd.1
kg:uc002dcf.3,,,,chr16:14112736-14114934,uc002dcf.3
kg:uc021tde.1,,,,chr16:14358454-14360636,uc021tde.1
kg:uc021tdf.1,,,,chr16:14379749-14379821,uc021tdf.1
kg:uc021tdg.1,,,,chr16:14397823-14397906,uc021tdg.1
kg:uc021tdh.1,,,,chr16:14403141-14403228,uc021tdh.1
kg:uc021tdi.1,,,,chr16:14403150-14403230,uc021tdi.1
kg:uc002dcr.3,,,,chr16:14805545-14820167,uc002dcr.3
kg:uc002dct.3,,,,chr16:14844669-14859287,uc002dct.3
kg:uc021tdj.1,,,,chr16:14970898-14970982,uc021tdj.1
kg:uc021tdk.1,,,,chr16:14995364-14995448,uc021tdk.1
kg:uc010uzj.2,,,,chr16:15005076-15005170,uc010uzj.2
kg:uc021tdl.1,,,,chr16:15016485-15016511,uc021tdl.1
kg:uc010uzk.2,,,,chr16:15019860-15023486,uc010uzk.2
kg:uc021tdm.1,,,,chr16:15198176-15198447,uc021tdm.1
kg:uc002ddi.3,,,,chr16:15220525-15225356,uc002ddi.3
kg:uc010uzs.1,,,,chr16:15198369-15225567,uc010uzs.1
kg:uc002ddh.2,,,,chr16:15198369-15225567,uc002ddh.2
kg:uc010uzt.2,,,,chr16:15220525-15225567,uc010uzt.2
kg:uc002ddj.1,,,,chr16:15226577-15229270,uc002ddj.1
kg:uc021tdn.1,,,,chr16:15248706-15248859,uc021tdn.1
kg:uc021tdo.1,,,,chr16:15459057-15459082,uc021tdo.1
kg:uc010bvf.1,,,,chr16:15457646-15472151,uc010bvf.1
kg:uc010uzu.2,,,,chr16:15457719-15472151,uc010uzu.2
kg:uc021tdp.1,,,,chr16:15737150-15737229,uc021tdp.1
kg:uc021tdq.1,,,,chr16:16146580-16170258,uc021tdq.1
kg:uc021tdr.1,,,,chr16:16149948-16170258,uc021tdr.1
kg:uc021tds.1,,,,chr16:16208622-16225792,uc021tds.1
kg:uc021tdt.1,,,,chr16:16208622-16225792,uc021tdt.1
kg:uc021tdu.1,,,,chr16:16369551-16369635,uc021tdu.1
kg:uc021tdv.1,,,,chr16:16394015-16394099,uc021tdv.1
kg:uc010vaa.2,,,,chr16:16403731-16403825,uc010vaa.2
kg:uc002der.3,,,,chr16:16414508-16421763,uc002der.3
kg:uc010vac.2,,,,chr16:16418511-16421971,uc010vac.2
kg:uc021tdw.1,,,,chr16:16455165-16455191,uc021tdw.1
kg:uc010vaf.1,,,,chr16:16461117-16461143,uc010vaf.1
kg:uc002dey.2,,,,chr16:16464996-16469696,uc002dey.2
kg:uc010vag.1,,,,chr16:16481597-16487807,uc010vag.1
kg:uc021tdx.1,,,,chr16:17431653-17432716,uc021tdx.1
kg:uc010vai.1,,,,chr16:18411797-18418013,uc010vai.1
kg:uc010bvu.2,,,,chr16:18429924-18434624,uc010bvu.2
kg:uc010bvw.2,,,,chr16:18437720-18444915,uc010bvw.2
kg:uc021tdy.1,,,,chr16:18411797-18466711,uc021tdy.1
kg:uc010vak.1,,,,chr16:18478751-18478777,uc010vak.1
kg:uc021tdz.1,,,,chr16:18484703-18484729,uc021tdz.1
kg:uc010val.2,,,,chr16:18496034-18496128,uc010val.2
kg:uc021tea.1,,,,chr16:18505750-18505834,uc021tea.1
kg:uc021teb.1,,,,chr16:18530215-18530299,uc021teb.1
kg:uc021tec.1,,,,chr16:18819099-18822682,uc021tec.1
kg:uc021tee.1,,,,chr16:19079238-19091417,uc021tee.1
kg:uc021tef.1,,,,chr16:19869819-19884168,uc021tef.1
kg:uc002dhi.1,,,,chr16:20499023-20500981,uc002dhi.1
kg:uc021teg.1,,,,chr16:20603667-20603695,uc021teg.1
kg:uc021teh.1,,,,chr16:21360683-21397254,uc021teh.1
kg:uc002dir.1,,,,chr16:21414220-21414250,uc002dir.1
kg:uc021tej.1,,,,chr16:21413547-21414942,uc021tej.1
kg:uc010vbh.1,,,,chr16:21414989-21415019,uc010vbh.1
kg:uc021tek.1,,,,chr16:21413547-21415700,uc021tek.1
kg:uc010bwt.2,,,,chr16:21413545-21416640,uc010bwt.2
kg:uc021ten.1,,,,chr16:21415569-21416917,uc021ten.1
kg:uc021teo.1,,,,chr16:21430882-21430909,uc021teo.1
kg:uc021tem.1,,,,chr16:21414317-21431078,uc021tem.1
kg:uc021tep.1,,,,chr16:21653374-21653481,uc021tep.1
kg:uc021tel.1,,,,chr16:21413547-21847993,uc021tel.1
kg:uc010vbm.2,,,,chr16:21846038-21847993,uc010vbm.2
kg:uc002djq.3,,,,chr16:21848005-21863358,uc002djq.3
kg:uc010vbn.1,,,,chr16:21848005-21868927,uc010vbn.1
kg:uc002djt.2,,,,chr16:21875622-21877693,uc002djt.2
kg:uc002djr.3,,,,chr16:21848005-21890744,uc002djr.3
kg:uc002dju.1,,,,chr16:21891093-21900501,uc002dju.1
kg:uc002djs.3,,,,chr16:21848005-21902953,uc002djs.3
kg:uc010vbo.1,,,,chr16:21890599-21902953,uc010vbo.1
kg:uc021teq.1,,,,chr16:21903255-21903282,uc021teq.1
kg:uc002djw.3,,,,chr16:21915443-21930477,uc002djw.3
kg:uc021ter.1,,,,chr16:21995185-22012431,uc021ter.1
kg:uc021tes.1,,,,chr16:22207031-22207113,uc021tes.1
kg:uc021tet.1,,,,chr16:22308460-22308542,uc021tet.1
kg:uc021teu.1,,,,chr16:22308460-22308542,uc021teu.1
kg:uc021tev.1,,,,chr16:22517267-22517294,uc021tev.1
kg:uc021tex.1,,,,chr16:22530636-22530663,uc021tex.1
kg:uc021tey.1,,,,chr16:22545695-22545725,uc021tey.1
kg:uc010vbx.1,,,,chr16:22545821-22545851,uc010vbx.1
kg:uc002dky.1,,,,chr16:22545935-22545965,uc002dky.1
kg:uc002dla.1,,,,chr16:22546291-22546321,uc002dla.1
kg:uc021tez.1,,,,chr16:22546543-22546573,uc021tez.1
kg:uc021tfa.1,,,,chr16:22546795-22546825,uc021tfa.1
kg:uc002dlf.1,,,,chr16:22546934-22546964,uc002dlf.1
kg:uc021tfb.1,,,,chr16:22547060-22547090,uc021tfb.1
kg:uc021tew.1,,,,chr16:22524883-22547841,uc021tew.1
kg:uc021tfe.1,,,,chr16:22764590-22764686,uc021tfe.1
kg:uc021tfc.1,,,,chr16:22729602-22803362,uc021tfc.1
kg:uc021tfd.1,,,,chr16:22729602-22803363,uc021tfd.1
kg:uc021tff.1,,,,chr16:23424904-23425197,uc021tff.1
kg:uc002dlp.3,,,,chr16:23457785-23458603,uc002dlp.3
kg:uc021tfg.1,,,,chr16:23583734-23585711,uc021tfg.1
kg:uc021tfh.1,,,,chr16:23652686-23662469,uc021tfh.1
kg:uc021tfi.1,,,,chr16:23652686-23685068,uc021tfi.1
kg:uc021tfj.1,,,,chr16:23652686-23685068,uc021tfj.1
kg:uc021tfk.1,,,,chr16:24344735-24344868,uc021tfk.1
kg:uc021tfl.1,,,,chr16:24551499-24552504,uc021tfl.1
kg:uc021tfm.1,,,,chr16:24586235-24586264,uc021tfm.1
kg:uc002dml.1,,,,chr16:24672742-24682383,uc002dml.1
kg:uc010vcg.2,,,,chr16:25013690-25013720,uc010vcg.2
kg:uc010bxu.2,,,,chr16:25043061-25044098,uc010bxu.2
kg:uc021tfn.1,,,,chr16:25078257-25080275,uc021tfn.1
kg:uc002dni.1,,,,chr16:25081004-25081035,uc002dni.1
kg:uc010vch.2,,,,chr16:25081124-25081154,uc010vch.2
kg:uc002dnj.3,,,,chr16:25081175-25081238,uc002dnj.3
kg:uc002dnk.3,,,,chr16:25081658-25081725,uc002dnk.3
