ID	Entrez GeneID	Symbol	Name
SEMA4D	10507	SEMA4D	"Sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D"
SEMA4F	10505	SEMA4F	"Sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F"
SEMA4G	57715	SEMA4G	"Sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G"
SEMA5A	9037	SEMA5A	"Sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A"
SEMA5B	54437	SEMA5B	"Sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B"
SEMA6A	57556	SEMA6A	"Sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A"
SEMA6B	10501	SEMA6B	"Sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B"
SEMA6C	10500	SEMA6C	"Sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C"
SEMA6D	80031	SEMA6D	"Sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D"
SEMA7A	8482	SEMA7A	"Semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)"
SEMG1	6406	SEMG1	Semenogelin I
SEMG2	6407	SEMG2	Semenogelin II
SENP1	29843	SENP1	SUMO1/sentrin specific peptidase 1
SENP2	59343	SENP2	SUMO1/sentrin/SMT3 specific peptidase 2
SENP3	26168	SENP3	SUMO1/sentrin/SMT3 specific peptidase 3
SENP3-EIF4A1	100533955	SENP3-EIF4A1	SENP3-EIF4A1 readthrough (NMD candidate)
SENP5	205564	SENP5	SUMO1/sentrin specific peptidase 5
SENP6	26054	SENP6	SUMO1/sentrin specific peptidase 6
SENP7	57337	SENP7	SUMO1/sentrin specific peptidase 7
SENP8	123228	SENP8	SUMO/sentrin specific peptidase family member 8
SEP15	9403	SEP15	15 kDa selenoprotein
SEPHS1	22929	SEPHS1	Selenophosphate synthetase 1
SEPHS2	22928	SEPHS2	Selenophosphate synthetase 2
SEPN1	57190	SEPN1	"Selenoprotein N, 1"
SEPP1	6414	SEPP1	"Selenoprotein P, plasma, 1"
SEPSECS	51091	SEPSECS	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
SEPT1	1731	SEPT1	Septin 1
SEPT10	151011	SEPT10	Septin 10
SEPT11	55752	SEPT11	Septin 11
SEPT12	124404	SEPT12	Septin 12
SEPT14	346288	SEPT14	Septin 14
SEPT2	4735	SEPT2	Septin 2
SEPT3	55964	SEPT3	Septin 3
SEPT4	5414	SEPT4	Septin 4
SEPT5	5413	SEPT5	Septin 5
SEPT5-GP1BB	100526833	SEPT5-GP1BB	SEPT5-GP1BB readthrough
SEPT6	23157	SEPT6	Septin 6
SEPT7	989	SEPT7	Septin 7
SEPT7L	285961	SEPT7L	Septin 7-like
SEPT7P2	641977	SEPT7P2	Septin 7 pseudogene 2
SEPT8	23176	SEPT8	Septin 8
SEPT9	10801	SEPT9	Septin 9
SEPW1	6415	SEPW1	"Selenoprotein W, 1"
SEPX1	51734	SEPX1	Methionine sulfoxide reductase B1
SERAC1	84947	SERAC1	Serine active site containing 1
SERBP1	26135	SERBP1	SERPINE1 mRNA binding protein 1
SERF1A	8293	SERF1A	Small EDRK-rich factor 1A (telomeric)
SERF1B	728492	SERF1B	Small EDRK-rich factor 1B (centromeric)
SERF2	10169	SERF2	Small EDRK-rich factor 2
SERF2-C15ORF63	100529067	SERF2-C15ORF63	SERF2-C15orf63 readthrough
SERGEF	26297	SERGEF	Secretion regulating guanine nucleotide exchange factor
SERHL	94009	SERHL	Serine hydrolase-like
SERHL2	253190	SERHL2	Serine hydrolase-like 2
SERINC1	57515	SERINC1	Serine incorporator 1
SERINC2	347735	SERINC2	Serine incorporator 2
SERINC3	10955	SERINC3	Serine incorporator 3
SERINC4	619189	SERINC4	serine incorporator 4
SERINC5	256987	SERINC5	Serine incorporator 5
SERP1	27230	SERP1	Stress-associated endoplasmic reticulum protein 1
SERP2	387923	SERP2	Stress-associated endoplasmic reticulum protein family member 2
SERPINA1	5265	SERPINA1	"Serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1"
SERPINA10	51156	SERPINA10	"Serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10"
SERPINA11	256394	SERPINA11	"Serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 11"
SERPINA12	145264	SERPINA12	"Serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12"
SERPINA13	388007	SERPINA13	"Serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 13, pseudogene"
SERPINA3	12	SERPINA3	"Serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3"
SERPINA4	5267	SERPINA4	"Serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4"
SERPINA5	5104	SERPINA5	"Serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5"
SERPINA6	866	SERPINA6	"Serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6"
SERPINA7	6906	SERPINA7	"Serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7"
SERPINA9	327657	SERPINA9	"Serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9"
SERPINB1	1992	SERPINB1	"Serpin peptidase inhibitor, clade B (ovalbumin), member 1"
SERPINB10	5273	SERPINB10	"Serpin peptidase inhibitor, clade B (ovalbumin), member 10"
SERPINB11	89778	SERPINB11	"Serpin peptidase inhibitor, clade B (ovalbumin), member 11 (gene/pseudogene)"
SERPINB12	89777	SERPINB12	"Serpin peptidase inhibitor, clade B (ovalbumin), member 12"
SERPINB13	5275	SERPINB13	"Serpin peptidase inhibitor, clade B (ovalbumin), member 13"
SERPINB2	5055	SERPINB2	"Serpin peptidase inhibitor, clade B (ovalbumin), member 2"
SERPINB3	6317	SERPINB3	"Serpin peptidase inhibitor, clade B (ovalbumin), member 3"
SERPINB4	6318	SERPINB4	"Serpin peptidase inhibitor, clade B (ovalbumin), member 4"
SERPINB5	5268	SERPINB5	"Serpin peptidase inhibitor, clade B (ovalbumin), member 5"
SERPINB6	5269	SERPINB6	"Serpin peptidase inhibitor, clade B (ovalbumin), member 6"
SERPINB7	8710	SERPINB7	"Serpin peptidase inhibitor, clade B (ovalbumin), member 7"
SERPINB8	5271	SERPINB8	"Serpin peptidase inhibitor, clade B (ovalbumin), member 8"
SERPINB9	5272	SERPINB9	"Serpin peptidase inhibitor, clade B (ovalbumin), member 9"
SERPINC1	462	SERPINC1	"Serpin peptidase inhibitor, clade C (antithrombin), member 1"
SERPIND1	3053	SERPIND1	"Serpin peptidase inhibitor, clade D (heparin cofactor), member 1"
SERPINE1	5054	SERPINE1	"Serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1"
SERPINE2	5270	SERPINE2	"Serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2"
SERPINE3	647174	SERPINE3	"Serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3"
SERPINF1	5176	SERPINF1	"Serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1"
SERPINF2	5345	SERPINF2	"Serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2"
SERPING1	710	SERPING1	"Serpin peptidase inhibitor, clade G (C1 inhibitor), member 1"
SERPINH1	871	SERPINH1	"Serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)"
SERPINI1	5274	SERPINI1	"Serpin peptidase inhibitor, clade I (neuroserpin), member 1"
SERPINI2	5276	SERPINI2	"Serpin peptidase inhibitor, clade I (pancpin), member 2"
SERTAD1	29950	SERTAD1	SERTA domain containing 1
SERTAD2	9792	SERTAD2	SERTA domain containing 2
SERTAD3	29946	SERTAD3	SERTA domain containing 3
SERTAD4	56256	SERTAD4	SERTA domain containing 4
SERTM1	400120	SERTM1	Serine-rich and transmembrane domain containing 1
SESN1	27244	SESN1	Sestrin 1
SESN2	83667	SESN2	Sestrin 2
SESN3	143686	SESN3	Sestrin 3
SESTD1	91404	SESTD1	SEC14 and spectrin domains 1
SET	6418	SET	SET nuclear oncogene
SETBP1	26040	SETBP1	SET binding protein 1
SETD1A	9739	SETD1A	SET domain containing 1A
SETD1B	23067	SETD1B	SET domain containing 1B
SETD2	29072	SETD2	SET domain containing 2
SETD3	84193	SETD3	SET domain containing 3
SETD4	54093	SETD4	SET domain containing 4
SETD5	55209	SETD5	SET domain containing 5
SETD6	79918	SETD6	SET domain containing 6
SETD7	80854	SETD7	SET domain containing (lysine methyltransferase) 7
SETD8	387893	SETD8	SET domain containing (lysine methyltransferase) 8
SETD9	133383	SETD9	SET domain containing 9
SETDB1	9869	SETDB1	"SET domain, bifurcated 1"
SETDB2	83852	SETDB2	"SET domain, bifurcated 2"
SETMAR	6419	SETMAR	SET domain and mariner transposase fusion gene
SETX	23064	SETX	Senataxin
SEZ6	124925	SEZ6	Seizure related 6 homolog (mouse)
SEZ6L	23544	SEZ6L	Seizure related 6 homolog (mouse)-like
SEZ6L2	26470	SEZ6L2	Seizure related 6 homolog (mouse)-like 2
SF1	7536	SF1	Splicing factor 1
SF3A1	10291	SF3A1	"Splicing factor 3a, subunit 1, 120kDa"
SF3A2	8175	SF3A2	"Splicing factor 3a, subunit 2, 66kDa"
SF3A3	10946	SF3A3	"Splicing factor 3a, subunit 3, 60kDa"
SF3B1	23451	SF3B1	"Splicing factor 3b, subunit 1, 155kDa"
SF3B14	51639	SF3B14	"Splicing factor 3B, 14 kDa subunit"
SF3B2	10992	SF3B2	"Splicing factor 3b, subunit 2, 145kDa"
SF3B3	23450	SF3B3	"Splicing factor 3b, subunit 3, 130kDa"
SF3B4	10262	SF3B4	"Splicing factor 3b, subunit 4, 49kDa"
SF3B5	83443	SF3B5	"Splicing factor 3b, subunit 5, 10kDa"
SFI1	9814	SFI1	"Sfi1 homolog, spindle assembly associated (yeast)"
SFMBT1	51460	SFMBT1	Scm-like with four mbt domains 1
SFMBT2	57713	SFMBT2	Scm-like with four mbt domains 2
SFN	2810	SFN	Stratifin
SFPQ	6421	SFPQ	Splicing factor proline/glutamine-rich
SFR1	119392	SFR1	SWI5-dependent recombination repair 1
SFRP1	6422	SFRP1	Secreted frizzled-related protein 1
SFRP2	6423	SFRP2	Secreted frizzled-related protein 2
SFRP4	6424	SFRP4	Secreted frizzled-related protein 4
SFRP5	6425	SFRP5	Secreted frizzled-related protein 5
SFSWAP	6433	SFSWAP	"Splicing factor, suppressor of white-apricot homolog (Drosophila)"
SFT2D1	113402	SFT2D1	SFT2 domain containing 1
SFT2D2	375035	SFT2D2	SFT2 domain containing 2
SFT2D3	84826	SFT2D3	SFT2 domain containing 3
SFTA1P	207107	SFTA1P	"Surfactant associated 1, pseudogene"
SFTA2	389376	SFTA2	Surfactant associated 2
SFTA3	253970	SFTA3	Surfactant associated 3
SFTPA1	653509	SFTPA1	Surfactant protein A1
SFTPA2	729238	SFTPA2	Surfactant protein A2
SFTPB	6439	SFTPB	Surfactant protein B
SFTPC	6440	SFTPC	Surfactant protein C
SFTPD	6441	SFTPD	Surfactant protein D
SFXN1	94081	SFXN1	Sideroflexin 1
SFXN2	118980	SFXN2	Sideroflexin 2
SFXN3	81855	SFXN3	Sideroflexin 3
SFXN4	119559	SFXN4	Sideroflexin 4
SFXN5	94097	SFXN5	Sideroflexin 5
SGCA	6442	SGCA	"Sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein)"
SGCB	6443	SGCB	"Sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)"
SGCD	6444	SGCD	"Sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)"
SGCE	8910	SGCE	"Sarcoglycan, epsilon"
SGCG	6445	SGCG	"Sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein)"
SGCZ	137868	SGCZ	"Sarcoglycan, zeta"
SGIP1	84251	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1
SGK1	6446	SGK1	Serum/glucocorticoid regulated kinase 1
SGK110	100130827	SGK110	Putative uncharacterized serine/threonine-protein kinase SgK110-like
SGK196	84197	SGK196	Protein kinase-like protein SgK196
SGK2	10110	SGK2	Serum/glucocorticoid regulated kinase 2
SGK223	157285	SGK223	Homolog of rat pragma of Rnd2
SGK3	23678	SGK3	"Serum/glucocorticoid regulated kinase family, member 3"
SGK494	124923	SGK494	Uncharacterized serine/threonine-protein kinase SgK494
SGMS1	259230	SGMS1	Sphingomyelin synthase 1
SGMS2	166929	SGMS2	Sphingomyelin synthase 2
SGOL1	151648	SGOL1	Shugoshin-like 1 (S. pombe)
SGOL2	151246	SGOL2	Shugoshin-like 2 (S. pombe)
SGPL1	8879	SGPL1	Sphingosine-1-phosphate lyase 1
SGPP1	81537	SGPP1	Sphingosine-1-phosphate phosphatase 1
SGPP2	130367	SGPP2	Sphingosine-1-phosphate phosphatase 2
SGSH	6448	SGSH	N-sulfoglucosamine sulfohydrolase
SGSM1	129049	SGSM1	Small G protein signaling modulator 1
SGSM2	9905	SGSM2	Small G protein signaling modulator 2
SGSM3	27352	SGSM3	Small G protein signaling modulator 3
SGTA	6449	SGTA	"Small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha"
SGTB	54557	SGTB	"Small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta"
SH2B1	25970	SH2B1	SH2B adaptor protein 1
SH2B2	10603	SH2B2	SH2B adaptor protein 2
SH2B3	10019	SH2B3	SH2B adaptor protein 3
SH2D1A	4068	SH2D1A	SH2 domain containing 1A
SH2D1B	117157	SH2D1B	SH2 domain containing 1B
SH2D2A	9047	SH2D2A	SH2 domain containing 2A
SH2D3A	10045	SH2D3A	SH2 domain containing 3A
SH2D3C	10044	SH2D3C	SH2 domain containing 3C
SH2D4A	63898	SH2D4A	SH2 domain containing 4A
SH2D4B	387694	SH2D4B	SH2 domain containing 4B
SH2D5	400745	SH2D5	SH2 domain containing 5
SH2D6	284948	SH2D6	SH2 domain containing 6
SH2D7	646892	SH2D7	SH2 domain containing 7
SH3BGR	6450	SH3BGR	SH3 domain binding glutamic acid-rich protein
SH3BGRL	6451	SH3BGRL	SH3 domain binding glutamic acid-rich protein like
SH3BGRL2	83699	SH3BGRL2	SH3 domain binding glutamic acid-rich protein like 2
SH3BGRL3	83442	SH3BGRL3	SH3 domain binding glutamic acid-rich protein like 3
SH3BP1	23616	SH3BP1	SH3-domain binding protein 1
SH3BP2	6452	SH3BP2	SH3-domain binding protein 2
SH3BP4	23677	SH3BP4	SH3-domain binding protein 4
SH3BP5	9467	SH3BP5	SH3-domain binding protein 5 (BTK-associated)
SH3BP5L	80851	SH3BP5L	SH3-binding domain protein 5-like
SH3D19	152503	SH3D19	SH3 domain containing 19
SH3D21	79729	SH3D21	SH3 domain containing 21
SH3GL1	6455	SH3GL1	SH3-domain GRB2-like 1
SH3GL1P1	6458	SH3GL1P1	SH3-domain GRB2-like 1 pseudogene 1
SH3GL1P2	6459	SH3GL1P2	SH3-domain GRB2-like 1 pseudogene 2
SH3GL2	6456	SH3GL2	SH3-domain GRB2-like 2
SH3GL3	6457	SH3GL3	SH3-domain GRB2-like 3
SH3GLB1	51100	SH3GLB1	SH3-domain GRB2-like endophilin B1
SH3GLB2	56904	SH3GLB2	SH3-domain GRB2-like endophilin B2
SH3KBP1	30011	SH3KBP1	SH3-domain kinase binding protein 1
SH3PXD2A	9644	SH3PXD2A	SH3 and PX domains 2A
SH3PXD2B	285590	SH3PXD2B	SH3 and PX domains 2B
SH3RF1	57630	SH3RF1	SH3 domain containing ring finger 1
SH3RF2	153769	SH3RF2	SH3 domain containing ring finger 2
SH3RF3	344558	SH3RF3	SH3 domain containing ring finger 3
SH3TC1	54436	SH3TC1	SH3 domain and tetratricopeptide repeats 1
SH3TC2	79628	SH3TC2	SH3 domain and tetratricopeptide repeats 2
SH3YL1	26751	SH3YL1	"SH3 domain containing, Ysc84-like 1 (S. cerevisiae)"
SHANK1	50944	SHANK1	SH3 and multiple ankyrin repeat domains 1
SHANK2	22941	SHANK2	SH3 and multiple ankyrin repeat domains 2
SHANK3	85358	SHANK3	SH3 and multiple ankyrin repeat domains 3
SHARPIN	81858	SHARPIN	SHANK-associated RH domain interactor
SHB	6461	SHB	Src homology 2 domain containing adaptor protein B
SHBG	6462	SHBG	Sex hormone-binding globulin
SHC1	6464	SHC1	SHC (Src homology 2 domain containing) transforming protein 1
SHC2	25759	SHC2	SHC (Src homology 2 domain containing) transforming protein 2
SHC3	53358	SHC3	SHC (Src homology 2 domain containing) transforming protein 3
SHC4	399694	SHC4	"SHC (Src homology 2 domain containing) family, member 4"
SHCBP1	79801	SHCBP1	SHC SH2-domain binding protein 1
SHCBP1L	81626	SHCBP1L	SHC SH2-domain binding protein 1-like
SHD	56961	SHD	Src homology 2 domain containing transforming protein D
SHE	126669	SHE	Src homology 2 domain containing E
SHF	90525	SHF	Src homology 2 domain containing F
SHFM1	7979	SHFM1	Split hand/foot malformation (ectrodactyly) type 1
SHH	6469	SHH	Sonic hedgehog
SHISA2	387914	SHISA2	Shisa homolog 2 (Xenopus laevis)
SHISA3	152573	SHISA3	Shisa homolog 3 (Xenopus laevis)
SHISA4	149345	SHISA4	Shisa homolog 4 (Xenopus laevis)
SHISA5	51246	SHISA5	Shisa homolog 5 (Xenopus laevis)
SHISA6	388336	SHISA6	Shisa homolog 6 (Xenopus laevis)
SHISA7	729956	SHISA7	Shisa homolog 7 (Xenopus laevis)
SHISA8	440829	SHISA8	Shisa homolog 8 (Xenopus laevis)
SHISA9	729993	SHISA9	Shisa homolog 9 (Xenopus laevis)
SHKBP1	92799	SHKBP1	SH3KBP1 binding protein 1
SHMT1	6470	SHMT1	Serine hydroxymethyltransferase 1 (soluble)
SHMT2	6472	SHMT2	Serine hydroxymethyltransferase 2 (mitochondrial)
SHOC2	8036	SHOC2	Soc-2 suppressor of clear homolog (C. elegans)
SHOX	6473	SHOX	Short stature homeobox
SHOX2	6474	SHOX2	Short stature homeobox 2
SHPK	23729	SHPK	Sedoheptulokinase
SHPRH	257218	SHPRH	"SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase"
SHQ1	55164	SHQ1	"SHQ1, H/ACA ribonucleoprotein assembly factor"
SHROOM1	134549	SHROOM1	Shroom family member 1
SHROOM2	357	SHROOM2	Shroom family member 2
SHROOM3	57619	SHROOM3	Shroom family member 3
SHROOM4	57477	SHROOM4	Shroom family member 4
SI	6476	SI	Sucrase-isomaltase (alpha-glucosidase)
SIAE	54414	SIAE	Sialic acid acetylesterase
SIAH1	6477	SIAH1	Siah E3 ubiquitin protein ligase 1
SIAH2	6478	SIAH2	Siah E3 ubiquitin protein ligase 2
SIAH3	283514	SIAH3	Siah E3 ubiquitin protein ligase family member 3
SIDT1	54847	SIDT1	"SID1 transmembrane family, member 1"
SIDT2	51092	SIDT2	"SID1 transmembrane family, member 2"
SIGIRR	59307	SIGIRR	Single immunoglobulin and toll-interleukin 1 receptor (TIR) domain
SIGLEC1	6614	SIGLEC1	"Sialic acid binding Ig-like lectin 1, sialoadhesin"
SIGLEC10	89790	SIGLEC10	Sialic acid binding Ig-like lectin 10
SIGLEC11	114132	SIGLEC11	Sialic acid binding Ig-like lectin 11
SIGLEC12	89858	SIGLEC12	Sialic acid binding Ig-like lectin 12 (gene/pseudogene)
SIGLEC14	100049587	SIGLEC14	Sialic acid binding Ig-like lectin 14
SIGLEC15	284266	SIGLEC15	Sialic acid binding Ig-like lectin 15
SIGLEC16	400709	SIGLEC16	Sialic acid binding Ig-like lectin 16 (gene/pseudogene)
SIGLEC5	8778	SIGLEC5	Sialic acid binding Ig-like lectin 5
SIGLEC6	946	SIGLEC6	Sialic acid binding Ig-like lectin 6
SIGLEC7	27036	SIGLEC7	Sialic acid binding Ig-like lectin 7
SIGLEC8	27181	SIGLEC8	Sialic acid binding Ig-like lectin 8
SIGLEC9	27180	SIGLEC9	Sialic acid binding Ig-like lectin 9
SIGLECP3	284367	SIGLECP3	"Sialic acid binding Ig-like lectin 17, pseudogene"
SIGMAR1	10280	SIGMAR1	Sigma non-opioid intracellular receptor 1
SIK1	150094	SIK1	Salt-inducible kinase 1
SIK2	23235	SIK2	Salt-inducible kinase 2
SIK3	23387	SIK3	SIK family kinase 3
SIKE1	80143	SIKE1	Suppressor of IKBKE 1
SIL1	64374	SIL1	"SIL1 homolog, endoplasmic reticulum chaperone (S. cerevisiae)"
SIM1	6492	SIM1	Single-minded homolog 1 (Drosophila)
SIM2	6493	SIM2	Single-minded homolog 2 (Drosophila)
SIN3A	25942	SIN3A	SIN3 transcription regulator homolog A (yeast)
SIN3B	23309	SIN3B	SIN3 transcription regulator homolog B (yeast)
SIPA1	6494	SIPA1	Signal-induced proliferation-associated 1
SIPA1L1	26037	SIPA1L1	Signal-induced proliferation-associated 1 like 1
SIPA1L2	57568	SIPA1L2	Signal-induced proliferation-associated 1 like 2
SIPA1L3	23094	SIPA1L3	Signal-induced proliferation-associated 1 like 3
SIRPA	140885	SIRPA	Signal-regulatory protein alpha
SIRPB1	10326	SIRPB1	Signal-regulatory protein beta 1
SIRPB2	284759	SIRPB2	Signal-regulatory protein beta 2
SIRPD	128646	SIRPD	Signal-regulatory protein delta
SIRPG	55423	SIRPG	Signal-regulatory protein gamma
SIRT1	23411	SIRT1	Sirtuin 1
SIRT2	22933	SIRT2	Sirtuin 2
SIRT3	23410	SIRT3	Sirtuin 3
SIRT4	23409	SIRT4	Sirtuin 4
SIRT5	23408	SIRT5	Sirtuin 5
SIRT6	51548	SIRT6	Sirtuin 6
SIRT7	51547	SIRT7	Sirtuin 7
SIT1	27240	SIT1	Signaling threshold regulating transmembrane adaptor 1
SIVA1	10572	SIVA1	"SIVA1, apoptosis-inducing factor"
SIX1	6495	SIX1	SIX homeobox 1
SIX2	10736	SIX2	SIX homeobox 2
SIX3	6496	SIX3	SIX homeobox 3
SIX4	51804	SIX4	SIX homeobox 4
SIX5	147912	SIX5	SIX homeobox 5
SIX6	4990	SIX6	SIX homeobox 6
SKA1	220134	SKA1	Spindle and kinetochore associated complex subunit 1
SKA2	348235	SKA2	Spindle and kinetochore associated complex subunit 2
SKA3	221150	SKA3	Spindle and kinetochore associated complex subunit 3
SKAP1	8631	SKAP1	Src kinase associated phosphoprotein 1
SKAP2	8935	SKAP2	Src kinase associated phosphoprotein 2
SKI	6497	SKI	V-ski sarcoma viral oncogene homolog (avian)
SKIL	6498	SKIL	SKI-like oncogene
SKINTL	391037	SKINTL	"Skint-like, pseudogene"
SKIV2L	6499	SKIV2L	Superkiller viralicidic activity 2-like (S. cerevisiae)
SKIV2L2	23517	SKIV2L2	Superkiller viralicidic activity 2-like 2 (S. cerevisiae)
SKOR1	390598	SKOR1	SKI family transcriptional corepressor 1
SKP1	6500	SKP1	S-phase kinase-associated protein 1
SKP1P2	728622	SKP1P2	S-phase kinase-associated protein 1 pseudogene 2
SKP2	6502	SKP2	"S-phase kinase-associated protein 2, E3 ubiquitin protein ligase"
SLA	6503	SLA	Src-like-adaptor
SLA2	84174	SLA2	Src-like-adaptor 2
SLAIN1	122060	SLAIN1	"SLAIN motif family, member 1"
SLAIN2	57606	SLAIN2	"SLAIN motif family, member 2"
SLAMF1	6504	SLAMF1	Signaling lymphocytic activation molecule family member 1
SLAMF6	114836	SLAMF6	SLAM family member 6
SLAMF7	57823	SLAMF7	SLAM family member 7
SLAMF8	56833	SLAMF8	SLAM family member 8
SLAMF9	89886	SLAMF9	SLAM family member 9
SLBP	7884	SLBP	Stem-loop binding protein
SLC10A1	6554	SLC10A1	"Solute carrier family 10 (sodium/bile acid cotransporter family), member 1"
SLC10A2	6555	SLC10A2	"Solute carrier family 10 (sodium/bile acid cotransporter family), member 2"
SLC10A3	8273	SLC10A3	"Solute carrier family 10 (sodium/bile acid cotransporter family), member 3"
SLC10A4	201780	SLC10A4	"Solute carrier family 10 (sodium/bile acid cotransporter family), member 4"
SLC10A5	347051	SLC10A5	"Solute carrier family 10 (sodium/bile acid cotransporter family), member 5"
SLC10A6	345274	SLC10A6	"Solute carrier family 10 (sodium/bile acid cotransporter family), member 6"
SLC10A7	84068	SLC10A7	"Solute carrier family 10 (sodium/bile acid cotransporter family), member 7"
SLC11A1	6556	SLC11A1	"Solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1"
SLC11A2	4891	SLC11A2	"Solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2"
SLC12A1	6557	SLC12A1	"Solute carrier family 12 (sodium/potassium/chloride transporters), member 1"
SLC12A2	6558	SLC12A2	"Solute carrier family 12 (sodium/potassium/chloride transporters), member 2"
SLC12A3	6559	SLC12A3	"Solute carrier family 12 (sodium/chloride transporters), member 3"
SLC12A4	6560	SLC12A4	"Solute carrier family 12 (potassium/chloride transporters), member 4"
SLC12A5	57468	SLC12A5	"Solute carrier family 12 (potassium/chloride transporter), member 5"
SLC12A6	9990	SLC12A6	"Solute carrier family 12 (potassium/chloride transporters), member 6"
SLC12A7	10723	SLC12A7	"Solute carrier family 12 (potassium/chloride transporters), member 7"
SLC12A8	84561	SLC12A8	"Solute carrier family 12 (potassium/chloride transporters), member 8"
SLC12A9	56996	SLC12A9	"Solute carrier family 12 (potassium/chloride transporters), member 9"
SLC13A1	6561	SLC13A1	"Solute carrier family 13 (sodium/sulfate symporters), member 1"
SLC13A2	9058	SLC13A2	"Solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2"
SLC13A3	64849	SLC13A3	"Solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3"
SLC13A4	26266	SLC13A4	"Solute carrier family 13 (sodium/sulfate symporters), member 4"
SLC13A5	284111	SLC13A5	"Solute carrier family 13 (sodium-dependent citrate transporter), member 5"
SLC14A1	6563	SLC14A1	"Solute carrier family 14 (urea transporter), member 1 (Kidd blood group)"
SLC14A2	8170	SLC14A2	"Solute carrier family 14 (urea transporter), member 2"
SLC15A1	6564	SLC15A1	"Solute carrier family 15 (oligopeptide transporter), member 1"
SLC15A2	6565	SLC15A2	"Solute carrier family 15 (H+/peptide transporter), member 2"
SLC15A3	51296	SLC15A3	"Solute carrier family 15, member 3"
SLC15A4	121260	SLC15A4	"Solute carrier family 15, member 4"
SLC15A5	729025	SLC15A5	"Solute carrier family 15, member 5"
SLC16A1	6566	SLC16A1	"Solute carrier family 16, member 1 (monocarboxylic acid transporter 1)"
SLC16A10	117247	SLC16A10	"Solute carrier family 16, member 10 (aromatic amino acid transporter)"
SLC16A11	162515	SLC16A11	"Solute carrier family 16, member 11 (monocarboxylic acid transporter 11)"
SLC16A12	387700	SLC16A12	"Solute carrier family 16, member 12 (monocarboxylic acid transporter 12)"
SLC16A13	201232	SLC16A13	"Solute carrier family 16, member 13 (monocarboxylic acid transporter 13)"
SLC16A14	151473	SLC16A14	"Solute carrier family 16, member 14 (monocarboxylic acid transporter 14)"
SLC16A2	6567	SLC16A2	"Solute carrier family 16, member 2 (thyroid hormone transporter)"
SLC16A3	9123	SLC16A3	"Solute carrier family 16, member 3 (monocarboxylic acid transporter 4)"
SLC16A4	9122	SLC16A4	"Solute carrier family 16, member 4 (monocarboxylic acid transporter 5)"
SLC16A5	9121	SLC16A5	"Solute carrier family 16, member 5 (monocarboxylic acid transporter 6)"
